"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"true","no checking account ",12,"existing credits paid back duly till now ","used car  ",1413,"Greater than 1000 DM ","4 to 7 years ",3,"male single ","none ",2,"0 to 200 DM 2",55,"no checking account 3","own ",1,"skilled employee official ",1,"none ","no "
"true","no checking account ",9,"critical account other credits existing (not at this bank) ","radio television ",3074,"unknown no savings account ","1 to 4 years ",1,"male single ","none ",2,"0 to 200 DM 1",33,"no checking account 3","own ",2,"skilled employee official ",2,"none ","yes "
"true","no checking account ",36,"existing credits paid back duly till now ","radio television ",3835,"unknown no savings account ","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 1",45,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",27,"no credits taken all credits paid back duly ","business ",5293,"Less than 100 DM","unemployed ",2,"male single ","none ",4,"0 to 200 DM 2",50,"no checking account 2","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Greater than 200 DM",30,"delay in paying off in the past ","business ",1908,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",66,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",36,"critical account other credits existing (not at this bank) ","radio television ",3342,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",51,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",6,"critical account other credits existing (not at this bank) ","retraining ",932,"unknown no savings account ","4 to 7 years ",1,"female divorced separated married ","none ",3,"0 to 200 DM 2",39,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"true","Less than 0 DM ",18,"no credits taken all credits paid back duly ","business ",3104,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",1,"0 to 200 DM 2",31,"no checking account 1","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",36,"existing credits paid back duly till now ","radio television ",3913,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 1",23,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",3021,"Less than 100 DM","1 to 4 years ",2,"male divorced separated ","none ",2,"0 to 200 DM 1",24,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",10,"existing credits paid back duly till now ","new car  ",1364,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",64,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",12,"existing credits paid back duly till now ","radio television ",625,"Less than 100 DM","Less than 1 year ",4,"male married widowed ","guarantor ",1,"0 to 200 DM 1",26,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","education ",1200,"unknown no savings account ","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",23,"no checking account 1","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","radio television ",707,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 1",30,"no checking account 1","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"delay in paying off in the past ","business ",2978,"unknown no savings account ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 1",32,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","used car  ",4657,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 3",30,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",36,"no credits taken all credits paid back duly ","repairs ",2613,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",48,"existing credits paid back duly till now ","radio television ",10961,"Greater than 1000 DM ","4 to 7 years ",1,"male single ","co-applicant ",2,"0 to 200 DM 4",27,"no checking account 1","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",7865,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",53,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","no checking account ",9,"existing credits paid back duly till now ","radio television ",1478,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",22,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",3149,"Less than 100 DM","Less than 1 year ",4,"male single ","none ",1,"0 to 200 DM 4",22,"no checking account 1","for free ",1,"skilled employee official ",1,"none ","yes "
"false","Greater than 200 DM",36,"existing credits paid back duly till now ","radio television ",4210,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",26,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",9,"existing credits paid back duly till now ","new car  ",2507,"500 to 1000 DM ","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 4",51,"no checking account 3","for free ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","radio television ",2141,"100 to 500 DM ","4 to 7 years ",3,"male single ","none ",1,"0 to 200 DM 4",35,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","radio television ",866,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","guarantor ",2,"0 to 200 DM 1",25,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",4,"critical account other credits existing (not at this bank) ","radio television ",1544,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",1,"0 to 200 DM 1",42,"no checking account 3","own ",3,"unskilled - resident ",2,"none ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","radio television ",1823,"Less than 100 DM","unemployed ",4,"male single ","none ",2,"0 to 200 DM 3",30,"no checking account 2","own ",1,"management self-employed highly qualified employee officer ",2,"none ","yes "
"false","0 to 200 DM ",6,"existing credits paid back duly till now ","new car  ",14555,"unknown no savings account ","unemployed ",1,"male single ","none ",2,"0 to 200 DM 2",23,"no checking account 3","own ",1,"unemployed unskilled - non-resident ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",21,"existing credits paid back duly till now ","business ",2767,"100 to 500 DM ","Greater than 7 years ",4,"male divorced separated ","none ",2,"0 to 200 DM 3",61,"no checking account 1","rent ",2,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",1291,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 2",35,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",30,"existing credits paid back duly till now ","radio television ",2522,"Less than 100 DM","Greater than 7 years ",1,"male single ","guarantor ",3,"0 to 200 DM 2",39,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","new car  ",915,"unknown no savings account ","Greater than 7 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",29,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","radio television ",1595,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",2,"0 to 200 DM 2",51,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",48,"no credits taken all credits paid back duly ","used car  ",4605,"Less than 100 DM","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 4",24,"no checking account 3","for free ",2,"skilled employee official ",2,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","business ",1185,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 1",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"all credits at this bank paid back duly","retraining ",3447,"500 to 1000 DM ","1 to 4 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 1",35,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","business ",1258,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",1,"0 to 200 DM 1",25,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",717,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",52,"no checking account 3","own ",3,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"no credits taken all credits paid back duly ","new car  ",1204,"100 to 500 DM ","1 to 4 years ",4,"male single ","none ",1,"0 to 200 DM 4",35,"no checking account 1","rent ",1,"skilled employee official ",1,"none ","no "
"true","Greater than 200 DM",24,"existing credits paid back duly till now ","furniture equipment ",1925,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 1",26,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","no checking account ",18,"existing credits paid back duly till now ","radio television ",433,"Less than 100 DM","unemployed ",3,"female divorced separated married ","co-applicant ",4,"0 to 200 DM 1",22,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",6,"critical account other credits existing (not at this bank) ","new car  ",666,"Greater than 1000 DM ","4 to 7 years ",3,"female divorced separated married ","none ",4,"0 to 200 DM 1",39,"no checking account 3","own ",2,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",12,"existing credits paid back duly till now ","furniture equipment ",2251,"Less than 100 DM","1 to 4 years ",1,"female divorced separated married ","none ",2,"0 to 200 DM 3",46,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",30,"existing credits paid back duly till now ","new car  ",2150,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","guarantor ",2,"0 to 200 DM 4",24,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"delay in paying off in the past ","furniture equipment ",4151,"100 to 500 DM ","1 to 4 years ",2,"male single ","none ",3,"0 to 200 DM 2",35,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",9,"existing credits paid back duly till now ","furniture equipment ",2030,"unknown no savings account ","4 to 7 years ",2,"male single ","none ",1,"0 to 200 DM 3",24,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",60,"delay in paying off in the past ","radio television ",7418,"unknown no savings account ","1 to 4 years ",1,"male single ","none ",1,"0 to 200 DM 1",27,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","radio television ",2684,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 1",35,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",12,"all credits at this bank paid back duly","radio television ",2149,"Less than 100 DM","1 to 4 years ",4,"male divorced separated ","none ",1,"0 to 200 DM 4",29,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","used car  ",3812,"100 to 500 DM ","Less than 1 year ",1,"female divorced separated married ","none ",4,"0 to 200 DM 3",23,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",11,"critical account other credits existing (not at this bank) ","radio television ",1154,"100 to 500 DM ","unemployed ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",57,"no checking account 3","own ",3,"unskilled - resident ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",1657,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 1",27,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","radio television ",1603,"Less than 100 DM","Greater than 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 3",55,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",18,"critical account other credits existing (not at this bank) ","new car  ",5302,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 4",36,"no checking account 3","for free ",3,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","education ",2748,"Less than 100 DM","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 4",57,"no checking account 1","for free ",3,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",10,"critical account other credits existing (not at this bank) ","new car  ",1231,"Less than 100 DM","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 1",32,"no checking account 3","own ",2,"unskilled - resident ",2,"none ","no "
"false","0 to 200 DM ",15,"existing credits paid back duly till now ","radio television ",802,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",3,"0 to 200 DM 3",37,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"true","no checking account ",36,"critical account other credits existing (not at this bank) ","business ",6304,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",36,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",1533,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",3,"0 to 200 DM 3",38,"no checking account 2","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",14,"existing credits paid back duly till now ","new car  ",8978,"Less than 100 DM","Greater than 7 years ",1,"male divorced separated ","none ",4,"0 to 200 DM 2",45,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","no "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",999,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",25,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",18,"existing credits paid back duly till now ","new car  ",2662,"unknown no savings account ","4 to 7 years ",4,"male single ","none ",3,"0 to 200 DM 2",32,"no checking account 3","own ",1,"skilled employee official ",1,"none ","no "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","furniture equipment ",1402,"500 to 1000 DM ","4 to 7 years ",3,"female divorced separated married ","none ",4,"0 to 200 DM 3",37,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",48,"all credits at this bank paid back duly","new car  ",12169,"unknown no savings account ","unemployed ",4,"male single ","co-applicant ",4,"0 to 200 DM 4",36,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",48,"existing credits paid back duly till now ","radio television ",3060,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",28,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",30,"existing credits paid back duly till now ","repairs ",11998,"Less than 100 DM","Less than 1 year ",1,"male divorced separated ","none ",1,"0 to 200 DM 4",34,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","no checking account ",9,"existing credits paid back duly till now ","radio television ",2697,"Less than 100 DM","1 to 4 years ",1,"male single ","none ",2,"0 to 200 DM 1",32,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","radio television ",2404,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",2,"0 to 200 DM 3",26,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",1262,"unknown no savings account ","Greater than 7 years ",2,"male divorced separated ","none ",4,"0 to 200 DM 2",49,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","no checking account ",6,"existing credits paid back duly till now ","furniture equipment ",4611,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",4,"0 to 200 DM 2",32,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","radio television ",1901,"100 to 500 DM ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 3",29,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","used car  ",3368,"Greater than 1000 DM ","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 4",23,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","furniture equipment ",1574,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 1",50,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Greater than 200 DM",18,"all credits at this bank paid back duly","radio television ",1445,"unknown no savings account ","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",49,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","furniture equipment ",1520,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 2",63,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",24,"critical account other credits existing (not at this bank) ","new car  ",3878,"100 to 500 DM ","Less than 1 year ",4,"male divorced separated ","none ",2,"0 to 200 DM 3",37,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",47,"existing credits paid back duly till now ","new car  ",10722,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",1,"0 to 200 DM 1",35,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",48,"existing credits paid back duly till now ","used car  ",4788,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",3,"0 to 200 DM 2",26,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"true","0 to 200 DM ",48,"delay in paying off in the past ","used car  0",7582,"100 to 500 DM ","unemployed ",2,"male single ","none ",4,"0 to 200 DM 4",31,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",12,"existing credits paid back duly till now ","radio television ",1092,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","guarantor ",4,"0 to 200 DM 1",49,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"delay in paying off in the past ","radio television ",1024,"Less than 100 DM","Less than 1 year ",4,"male married widowed ","none ",4,"0 to 200 DM 1",48,"no checking account 2","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","business ",1076,"Less than 100 DM","1 to 4 years ",2,"male married widowed ","none ",2,"0 to 200 DM 1",26,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","no "
"false","0 to 200 DM ",36,"existing credits paid back duly till now ","used car  ",9398,"Less than 100 DM","Less than 1 year ",1,"male married widowed ","none ",4,"0 to 200 DM 3",28,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",24,"critical account other credits existing (not at this bank) ","used car  ",6419,"Less than 100 DM","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 4",44,"no checking account 3","for free ",2,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",42,"critical account other credits existing (not at this bank) ","used car  ",4796,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",56,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",48,"critical account other credits existing (not at this bank) ","business ",7629,"unknown no savings account ","Greater than 7 years ",4,"male divorced separated ","none ",2,"0 to 200 DM 3",46,"no checking account 1","own ",2,"management self-employed highly qualified employee officer ",2,"none ","yes "
"false","0 to 200 DM ",48,"existing credits paid back duly till now ","furniture equipment ",9960,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",2,"0 to 200 DM 3",26,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","used car  ",4675,"unknown no savings account ","Less than 1 year ",1,"female divorced separated married ","none ",4,"0 to 200 DM 3",20,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",10,"existing credits paid back duly till now ","new car  ",1287,"unknown no savings account ","Greater than 7 years ",4,"male single ","co-applicant ",2,"0 to 200 DM 2",45,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","no "
"true","no checking account ",18,"existing credits paid back duly till now ","furniture equipment ",2515,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",4,"0 to 200 DM 1",43,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",21,"critical account other credits existing (not at this bank) ","furniture equipment ",2745,"Greater than 1000 DM ","4 to 7 years ",3,"male single ","none ",2,"0 to 200 DM 3",32,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","new car  ",672,"Less than 100 DM","unemployed ",1,"female divorced separated married ","none ",4,"0 to 200 DM 1",54,"no checking account 3","own ",1,"unemployed unskilled - non-resident ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",36,"no credits taken all credits paid back duly ","radio television ",3804,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",1,"0 to 200 DM 3",42,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Greater than 200 DM",24,"critical account other credits existing (not at this bank) ","new car  ",1344,"unknown no savings account ","4 to 7 years ",4,"male single ","none ",2,"0 to 200 DM 1",37,"no checking account 1","own ",2,"unskilled - resident ",2,"none ","yes "
"true","Less than 0 DM ",10,"critical account other credits existing (not at this bank) ","new car  ",1038,"Less than 100 DM","4 to 7 years ",4,"male single ","co-applicant ",3,"0 to 200 DM 2",49,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","no checking account ",48,"critical account other credits existing (not at this bank) ","new car  ",10127,"500 to 1000 DM ","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 4",44,"no checking account 1","for free ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","furniture equipment ",1543,"Greater than 1000 DM ","1 to 4 years ",4,"male divorced separated ","none ",2,"0 to 200 DM 1",33,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",30,"existing credits paid back duly till now ","used car  ",4811,"unknown no savings account ","4 to 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 2",24,"no checking account 2","rent ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","radio television ",727,"100 to 500 DM ","Less than 1 year ",4,"male married widowed ","none ",3,"0 to 200 DM 4",33,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",8,"existing credits paid back duly till now ","furniture equipment ",1237,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","none ",4,"0 to 200 DM 1",24,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",9,"existing credits paid back duly till now ","new car  ",276,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",4,"0 to 200 DM 1",22,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",48,"existing credits paid back duly till now ","used car  0",5381,"unknown no savings account ","unemployed ",3,"male single ","none ",4,"0 to 200 DM 4",40,"no checking account 1","for free ",1,"unemployed unskilled - non-resident ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","furniture equipment ",5511,"100 to 500 DM ","1 to 4 years ",4,"male single ","none ",1,"0 to 200 DM 3",25,"no checking account 2","own ",1,"skilled employee official ",1,"none ","yes "
"true","Greater than 200 DM",24,"existing credits paid back duly till now ","furniture equipment ",3749,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",26,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",12,"existing credits paid back duly till now ","new car  ",685,"Less than 100 DM","4 to 7 years ",2,"male married widowed ","none ",3,"0 to 200 DM 3",25,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"true","Greater than 200 DM",4,"existing credits paid back duly till now ","new car  ",1494,"unknown no savings account ","Less than 1 year ",1,"male single ","none ",2,"0 to 200 DM 1",29,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","no "
"false","Less than 0 DM ",36,"all credits at this bank paid back duly","furniture equipment ",2746,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",31,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",708,"Less than 100 DM","1 to 4 years ",2,"male single ","guarantor ",3,"0 to 200 DM 2",38,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","yes "
"true","0 to 200 DM ",24,"existing credits paid back duly till now ","furniture equipment ",4351,"unknown no savings account ","1 to 4 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 2",48,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","education ",701,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",32,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",15,"delay in paying off in the past ","furniture equipment ",3643,"Less than 100 DM","Greater than 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 2",27,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",30,"critical account other credits existing (not at this bank) ","new car  ",4249,"Less than 100 DM","unemployed ",4,"male married widowed ","none ",2,"0 to 200 DM 3",28,"no checking account 3","own ",2,"management self-employed highly qualified employee officer ",1,"none ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","radio television ",1938,"Less than 100 DM","Less than 1 year ",4,"male divorced separated ","none ",3,"0 to 200 DM 2",32,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","used car  ",2910,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",1,"0 to 200 DM 4",34,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
